ko	gene
ko04217	CP5g4750
ko05022	CP5g4750
ko05010	CP1g356
ko04218	CP1g356
ko05131	CP1g356
ko04217	CP1g356
ko05022	CP1g356
ko00592	CP8g6556
ko00900	CP10g8394
ko00900	CP10g8395
ko00920	CP2g2174
ko00100	CP4g4124
ko00130	CP5g4790
ko00564	CP13g9336
ko00564	CP9g7547
ko01522	CP11g7956
ko00900	CP15g9728
ko00900	CP10g8444
ko00260	CP1g958
ko00400	CP1g958
ko00900	CP11g7990
ko04721	CP3g3071
ko04727	CP3g3071
ko04962	CP3g3071
ko04138	CP3g3071
ko00540	CP6g6118
ko05203	CP3g3359
ko04919	CP3g3359
ko05166	CP3g3359
ko04330	CP3g3359
ko05203	CP3g3360
ko04919	CP3g3360
ko05166	CP3g3360
ko04330	CP3g3360
ko05203	CP4g4249
ko04330	CP4g4249
ko05169	CP4g4249
ko03040	CP4g4249
ko04330	CP3g2609
ko05169	CP3g2609
ko05220	CP8g6587
ko05202	CP8g6587
ko05016	CP8g6587
ko04110	CP8g6587
ko05203	CP8g6587
ko04213	CP8g6587
ko04919	CP8g6587
ko05200	CP8g6587
ko04613	CP8g6587
ko05031	CP8g6587
ko05165	CP8g6587
ko05206	CP8g6587
ko05034	CP8g6587
ko04330	CP8g6587
ko05169	CP8g6587
ko05220	CP2g1681
ko05202	CP2g1681
ko05016	CP2g1681
ko04110	CP2g1681
ko05203	CP2g1681
ko04213	CP2g1681
ko04919	CP2g1681
ko05200	CP2g1681
ko04613	CP2g1681
ko05031	CP2g1681
ko05165	CP2g1681
ko05206	CP2g1681
ko05034	CP2g1681
ko04330	CP2g1681
ko05169	CP2g1681
ko05220	CP8g6500
ko05202	CP8g6500
ko05016	CP8g6500
ko04110	CP8g6500
ko05203	CP8g6500
ko04213	CP8g6500
ko04919	CP8g6500
ko05200	CP8g6500
ko04613	CP8g6500
ko05031	CP8g6500
ko05165	CP8g6500
ko05206	CP8g6500
ko05034	CP8g6500
ko04330	CP8g6500
ko05169	CP8g6500
ko04520	CP7g6678
ko04530	CP5g4888
ko03015	CP5g4888
ko05132	CP1g1351
ko00520	CP12g8685
ko00561	CP12g8685
ko00561	CP10g8478
ko00561	CP14g9442
ko00564	CP7g6920
ko00565	CP7g6920
ko00130	CP1g1126
ko00130	CP9g7600
ko00564	CP3g3433
ko00564	CP5g4701
ko00770	CP2g1812
ko00770	CP1g795
ko00130	CP1g954
ko05010	CP7g6965
ko04330	CP7g6965
ko04330	CP11g7991
ko05010	CP11g7991
ko05130	CP6g5572
ko05130	CP6g5667
ko05130	CP3g3203
ko00760	CP5g4694
ko00750	CP3g2768
ko04341	CP4g4448
ko05165	CP6g5902
ko04974	CP6g5902
ko05205	CP6g5902
ko05146	CP6g5902
ko05415	CP6g5902
ko04512	CP6g5902
ko04611	CP6g5902
ko04926	CP6g5902
ko04510	CP6g5902
ko04151	CP6g5902
ko04933	CP6g5902
ko05165	CP8g6658
ko04974	CP8g6658
ko05205	CP8g6658
ko05146	CP8g6658
ko05415	CP8g6658
ko04512	CP8g6658
ko04611	CP8g6658
ko04926	CP8g6658
ko04510	CP8g6658
ko04151	CP8g6658
ko04933	CP8g6658
ko05165	CP2g1625
ko04974	CP2g1625
ko05205	CP2g1625
ko05146	CP2g1625
ko05415	CP2g1625
ko04512	CP2g1625
ko04611	CP2g1625
ko04926	CP2g1625
ko04510	CP2g1625
ko04151	CP2g1625
ko04933	CP2g1625
ko05165	CP1g1160
ko04974	CP1g1160
ko05205	CP1g1160
ko05146	CP1g1160
ko05415	CP1g1160
ko04512	CP1g1160
ko04611	CP1g1160
ko04926	CP1g1160
ko04510	CP1g1160
ko04151	CP1g1160
ko04933	CP1g1160
ko05165	CP3g3215
ko04974	CP3g3215
ko05205	CP3g3215
ko05146	CP3g3215
ko05415	CP3g3215
ko04512	CP3g3215
ko04611	CP3g3215
ko04926	CP3g3215
ko04510	CP3g3215
ko04151	CP3g3215
ko04933	CP3g3215
ko05165	CP2g1568
ko04974	CP2g1568
ko05205	CP2g1568
ko05146	CP2g1568
ko05415	CP2g1568
ko04512	CP2g1568
ko04611	CP2g1568
ko04926	CP2g1568
ko04510	CP2g1568
ko04151	CP2g1568
ko04933	CP2g1568
ko05165	CP2g2542
ko04974	CP2g2542
ko05205	CP2g2542
ko05146	CP2g2542
ko05415	CP2g2542
ko04512	CP2g2542
ko04611	CP2g2542
ko04926	CP2g2542
ko04510	CP2g2542
ko04151	CP2g2542
ko04933	CP2g2542
ko05165	CP5g4857
ko04974	CP5g4857
ko05205	CP5g4857
ko05146	CP5g4857
ko05415	CP5g4857
ko04512	CP5g4857
ko04611	CP5g4857
ko04926	CP5g4857
ko04510	CP5g4857
ko04151	CP5g4857
ko04933	CP5g4857
ko05165	CP2g2177
ko04974	CP2g2177
ko05205	CP2g2177
ko05146	CP2g2177
ko05415	CP2g2177
ko04512	CP2g2177
ko04611	CP2g2177
ko04926	CP2g2177
ko04510	CP2g2177
ko04151	CP2g2177
ko04933	CP2g2177
ko05165	CP8g6216
ko04974	CP8g6216
ko05205	CP8g6216
ko05146	CP8g6216
ko05415	CP8g6216
ko04512	CP8g6216
ko04611	CP8g6216
ko04926	CP8g6216
ko04510	CP8g6216
ko04151	CP8g6216
ko04933	CP8g6216
ko05165	CP5g5058
ko04974	CP5g5058
ko05205	CP5g5058
ko05146	CP5g5058
ko05415	CP5g5058
ko04512	CP5g5058
ko04611	CP5g5058
ko04926	CP5g5058
ko04510	CP5g5058
ko04151	CP5g5058
ko04933	CP5g5058
ko05165	CP9g7303
ko04974	CP9g7303
ko05205	CP9g7303
ko05146	CP9g7303
ko05415	CP9g7303
ko04512	CP9g7303
ko04611	CP9g7303
ko04926	CP9g7303
ko04510	CP9g7303
ko04151	CP9g7303
ko04933	CP9g7303
ko05165	CP2g2407
ko04974	CP2g2407
ko05205	CP2g2407
ko05146	CP2g2407
ko05415	CP2g2407
ko04512	CP2g2407
ko04611	CP2g2407
ko04926	CP2g2407
ko04510	CP2g2407
ko04151	CP2g2407
ko04933	CP2g2407
ko05165	CP5g5102
ko04974	CP5g5102
ko05205	CP5g5102
ko05146	CP5g5102
ko05415	CP5g5102
ko04512	CP5g5102
ko04611	CP5g5102
ko04926	CP5g5102
ko04510	CP5g5102
ko04151	CP5g5102
ko04933	CP5g5102
ko05165	CP10g8566
ko04974	CP10g8566
ko05205	CP10g8566
ko05146	CP10g8566
ko05415	CP10g8566
ko04512	CP10g8566
ko04611	CP10g8566
ko04926	CP10g8566
ko04510	CP10g8566
ko04151	CP10g8566
ko04933	CP10g8566
ko05165	CP3g2812
ko04974	CP3g2812
ko05205	CP3g2812
ko05146	CP3g2812
ko05415	CP3g2812
ko04512	CP3g2812
ko04611	CP3g2812
ko04926	CP3g2812
ko04510	CP3g2812
ko04151	CP3g2812
ko04933	CP3g2812
ko05165	CP11g7851
ko04974	CP11g7851
ko05205	CP11g7851
ko05146	CP11g7851
ko05415	CP11g7851
ko04512	CP11g7851
ko04611	CP11g7851
ko04926	CP11g7851
ko04510	CP11g7851
ko04151	CP11g7851
ko04933	CP11g7851
ko05165	CP4g3786
ko04974	CP4g3786
ko05205	CP4g3786
ko05146	CP4g3786
ko05415	CP4g3786
ko04512	CP4g3786
ko04611	CP4g3786
ko04926	CP4g3786
ko04510	CP4g3786
ko04151	CP4g3786
ko04933	CP4g3786
ko05165	CP12g8928
ko04974	CP12g8928
ko05205	CP12g8928
ko05146	CP12g8928
ko05415	CP12g8928
ko04512	CP12g8928
ko04611	CP12g8928
ko04926	CP12g8928
ko04510	CP12g8928
ko04151	CP12g8928
ko04933	CP12g8928
ko04512	CP4g4233
ko04659	CP14g9339
ko05031	CP14g9339
ko04010	CP14g9339
ko04625	CP14g9339
ko04218	CP14g9339
ko05417	CP14g9339
ko05022	CP14g9339
ko04924	CP14g9339
ko04310	CP14g9339
ko05235	CP14g9339
ko04380	CP14g9339
ko04020	CP14g9339
ko05010	CP14g9339
ko04660	CP14g9339
ko04724	CP14g9339
ko05014	CP14g9339
ko05166	CP14g9339
ko05020	CP14g9339
ko04650	CP14g9339
ko04658	CP14g9339
ko04370	CP14g9339
ko05163	CP14g9339
ko05170	CP14g9339
ko04114	CP14g9339
ko04662	CP14g9339
ko04922	CP14g9339
ko05152	CP14g9339
ko04360	CP14g9339
ko04022	CP14g9339
ko04720	CP14g9339
ko04921	CP14g9339
ko05167	CP14g9339
ko04659	CP1g1071
ko05031	CP1g1071
ko04010	CP1g1071
ko04625	CP1g1071
ko04218	CP1g1071
ko05417	CP1g1071
ko05022	CP1g1071
ko04924	CP1g1071
ko04310	CP1g1071
ko05235	CP1g1071
ko04380	CP1g1071
ko04020	CP1g1071
ko05010	CP1g1071
ko04660	CP1g1071
ko04724	CP1g1071
ko05014	CP1g1071
ko05166	CP1g1071
ko05020	CP1g1071
ko04650	CP1g1071
ko04658	CP1g1071
ko04370	CP1g1071
ko05163	CP1g1071
ko05170	CP1g1071
ko04114	CP1g1071
ko04662	CP1g1071
ko04922	CP1g1071
ko05152	CP1g1071
ko04360	CP1g1071
ko04022	CP1g1071
ko04720	CP1g1071
ko04921	CP1g1071
ko05167	CP1g1071
ko04659	CP3g3108
ko05031	CP3g3108
ko04010	CP3g3108
ko04625	CP3g3108
ko04218	CP3g3108
ko05417	CP3g3108
ko05022	CP3g3108
ko04924	CP3g3108
ko04310	CP3g3108
ko05235	CP3g3108
ko04380	CP3g3108
ko04020	CP3g3108
ko05010	CP3g3108
ko04660	CP3g3108
ko04724	CP3g3108
ko05014	CP3g3108
ko05166	CP3g3108
ko05020	CP3g3108
ko04650	CP3g3108
ko04658	CP3g3108
ko04370	CP3g3108
ko05163	CP3g3108
ko05170	CP3g3108
ko04114	CP3g3108
ko04662	CP3g3108
ko04922	CP3g3108
ko05152	CP3g3108
ko04360	CP3g3108
ko04022	CP3g3108
ko04720	CP3g3108
ko04921	CP3g3108
ko05167	CP3g3108
ko04750	CP9g7683
ko04921	CP9g7683
ko04728	CP9g7683
ko04024	CP9g7683
ko04022	CP9g7683
ko04113	CP9g7683
ko04261	CP9g7683
ko03015	CP9g7683
ko04810	CP9g7683
ko05034	CP9g7683
ko04931	CP9g7683
ko05415	CP9g7683
ko04510	CP9g7683
ko04114	CP9g7683
ko05168	CP9g7683
ko04218	CP9g7683
ko04611	CP9g7683
ko05205	CP9g7683
ko04910	CP9g7683
ko05031	CP9g7683
ko04390	CP9g7683
ko04720	CP9g7683
ko04270	CP9g7683
ko04750	CP5g5143
ko04921	CP5g5143
ko04728	CP5g5143
ko04024	CP5g5143
ko04022	CP5g5143
ko04113	CP5g5143
ko04261	CP5g5143
ko03015	CP5g5143
ko04810	CP5g5143
ko05034	CP5g5143
ko04931	CP5g5143
ko05415	CP5g5143
ko04510	CP5g5143
ko04114	CP5g5143
ko05168	CP5g5143
ko04218	CP5g5143
ko04611	CP5g5143
ko05205	CP5g5143
ko04910	CP5g5143
ko05031	CP5g5143
ko04390	CP5g5143
ko04720	CP5g5143
ko04270	CP5g5143
ko04750	CP14g9521
ko04921	CP14g9521
ko04728	CP14g9521
ko04024	CP14g9521
ko04022	CP14g9521
ko04113	CP14g9521
ko04261	CP14g9521
ko03015	CP14g9521
ko04810	CP14g9521
ko05034	CP14g9521
ko04931	CP14g9521
ko05415	CP14g9521
ko04510	CP14g9521
ko04114	CP14g9521
ko05168	CP14g9521
ko04218	CP14g9521
ko04611	CP14g9521
ko05205	CP14g9521
ko04910	CP14g9521
ko05031	CP14g9521
ko04390	CP14g9521
ko04720	CP14g9521
ko04270	CP14g9521
ko04750	CP21g10194
ko04921	CP21g10194
ko04728	CP21g10194
ko04024	CP21g10194
ko04022	CP21g10194
ko04113	CP21g10194
ko04261	CP21g10194
ko03015	CP21g10194
ko04810	CP21g10194
ko05034	CP21g10194
ko04931	CP21g10194
ko05415	CP21g10194
ko04510	CP21g10194
ko04114	CP21g10194
ko05168	CP21g10194
ko04218	CP21g10194
ko04611	CP21g10194
ko05205	CP21g10194
ko04910	CP21g10194
ko05031	CP21g10194
ko04390	CP21g10194
ko04720	CP21g10194
ko04270	CP21g10194
ko04919	CP5g4726
ko03320	CP5g4726
ko04152	CP5g4726
ko04140	CP5g4726
ko04150	CP5g4726
ko04931	CP5g4726
ko05231	CP5g4726
ko04910	CP5g4726
ko05215	CP5g4726
ko05223	CP5g4726
ko04011	CP5g4726
ko05213	CP5g4726
ko04664	CP5g4726
ko04071	CP5g4726
ko04722	CP5g4726
ko04660	CP5g4726
ko05417	CP5g4726
ko04151	CP5g4726
ko04360	CP5g4726
ko04068	CP5g4726
ko04210	CP5g4726
ko04510	CP5g4726
ko01524	CP5g4726
ko04960	CP5g4726
ko05205	CP5g4726
ko05145	CP5g4726
ko00906	CP5g5242
ko00906	CP4g3621
ko04966	CP8g6298
ko00052	CP1g456
ko00052	CP3g3064
ko00052	CP14g9352
ko04934	CP6g5815
ko05200	CP6g5815
ko05166	CP6g5815
ko05160	CP6g5815
ko05212	CP6g5815
ko05218	CP6g5815
ko05214	CP6g5815
ko05161	CP6g5815
ko05224	CP6g5815
ko05169	CP6g5815
ko05223	CP6g5815
ko05226	CP6g5815
ko04218	CP6g5815
ko05163	CP6g5815
ko05225	CP6g5815
ko05219	CP6g5815
ko05222	CP6g5815
ko01522	CP6g5815
ko05215	CP6g5815
ko05167	CP6g5815
ko05220	CP6g5815
ko05206	CP6g5815
ko04110	CP6g5815
ko04152	CP10g8409
ko05169	CP10g8409
ko05202	CP10g8409
ko05166	CP10g8409
ko05221	CP10g8409
ko04218	CP10g8409
ko05203	CP10g8409
ko05165	CP10g8409
ko05200	CP10g8409
ko05161	CP10g8409
ko04914	CP10g8409
ko04110	CP10g8409
ko04152	CP1g1393
ko05169	CP1g1393
ko05202	CP1g1393
ko05166	CP1g1393
ko05221	CP1g1393
ko04218	CP1g1393
ko05203	CP1g1393
ko05165	CP1g1393
ko05200	CP1g1393
ko05161	CP1g1393
ko04914	CP1g1393
ko04110	CP1g1393
ko04152	CP1g965
ko05169	CP1g965
ko05202	CP1g965
ko05166	CP1g965
ko05221	CP1g965
ko04218	CP1g965
ko05203	CP1g965
ko05165	CP1g965
ko05200	CP1g965
ko05161	CP1g965
ko04914	CP1g965
ko04110	CP1g965
ko04111	CP3g3170
ko04113	CP3g3170
ko04110	CP3g3170
ko04114	CP4g4075
ko04722	CP4g4075
ko04011	CP4g4075
ko04390	CP4g4075
ko04151	CP4g4075
ko05203	CP4g4075
ko04110	CP4g4075
ko04391	CP4g4075
ko05160	CP4g4075
ko04621	CP4g4075
ko05170	CP4g4437
ko04110	CP4g4437
ko04914	CP10g8553
ko04114	CP10g8553
ko04110	CP10g8553
ko03420	CP1g1003
ko04110	CP1g1003
ko03022	CP1g1003
ko03420	CP1g990
ko04110	CP1g990
ko03022	CP1g990
ko04114	CP11g7791
ko04113	CP11g7791
ko04110	CP11g7791
ko04111	CP11g7791
ko04114	CP13g9063
ko04113	CP13g9063
ko04110	CP13g9063
ko04111	CP13g9063
ko04114	CP1g545
ko04113	CP1g545
ko04110	CP1g545
ko04111	CP1g545
ko04111	CP1g392
ko04113	CP1g392
ko04110	CP1g392
ko03460	CP11g7966
ko05166	CP11g7966
ko04110	CP11g7966
ko04218	CP11g7966
ko04115	CP11g7966
ko05165	CP11g7966
ko05170	CP11g7966
ko04214	CP11g7966
ko04113	CP9g7321
ko04111	CP9g7321
ko04146	CP5g5202
ko04111	CP11g8018
ko04011	CP11g8018
ko04114	CP1g183
ko04111	CP1g183
ko04113	CP1g183
ko04110	CP1g183
ko04114	CP1g184
ko04111	CP1g184
ko04113	CP1g184
ko04110	CP1g184
ko04110	CP4g4286
ko04111	CP4g4286
ko04110	CP1g1329
ko04111	CP1g1329
ko04111	CP10g8259
ko04113	CP10g8259
ko04110	CP10g8259
ko04111	CP5g4829
ko04111	CP1g1046
ko04111	CP13g9051
ko04111	CP8g6186
ko04111	CP2g2462
ko04111	CP4g4424
ko04111	CP3g3566
ko04111	CP6g5704
ko04111	CP2g2450
ko04111	CP7g6789
ko04111	CP14g9596
ko04111	CP7g7128
ko04111	CP7g6901
ko04111	CP1g446
ko04391	CP1g446
ko04390	CP1g446
ko04392	CP1g446
ko04111	CP2g2188
ko04391	CP2g2188
ko04390	CP2g2188
ko04392	CP2g2188
ko04120	CP14g9559
ko04120	CP6g6008
ko04624	CP6g6008
ko04141	CP6g6008
ko05131	CP6g6008
ko04013	CP6g6008
ko05020	CP6g5613
ko05010	CP6g5613
ko05012	CP6g5613
ko05017	CP6g5613
ko05016	CP6g5613
ko03050	CP6g5613
ko05014	CP6g5613
ko05022	CP6g5613
ko05169	CP6g5613
ko05020	CP12g8715
ko05010	CP12g8715
ko05012	CP12g8715
ko05017	CP12g8715
ko05016	CP12g8715
ko03050	CP12g8715
ko05014	CP12g8715
ko05022	CP12g8715
ko05169	CP12g8715
ko05022	CP13g9247
ko05016	CP13g9247
ko05010	CP13g9247
ko05014	CP13g9247
ko03050	CP13g9247
ko05012	CP13g9247
ko05017	CP13g9247
ko05020	CP13g9247
ko03050	CP12g8746
ko03050	CP3g3428
ko03008	CP8g6166
ko03008	CP6g5671
ko00730	CP4g4219
ko03015	CP3g2644
ko00900	CP1g245
ko00500	CP6g6060
ko00500	CP14g9350
ko00500	CP5g5249
ko00513	CP10g8657
ko04141	CP10g8657
ko00510	CP10g8657
ko03008	CP1g198
ko03008	CP9g7478
ko04910	CP8g6347
ko05132	CP8g6347
ko04910	CP9g7618
ko05132	CP9g7618
ko04140	CP15g9862
ko04213	CP15g9862
ko04150	CP15g9862
ko04922	CP15g9862
ko04211	CP15g9862
ko04710	CP15g9862
ko04151	CP15g9862
ko04152	CP15g9862
ko04910	CP15g9862
ko05410	CP15g9862
ko04921	CP15g9862
ko05418	CP15g9862
ko04530	CP15g9862
ko04361	CP15g9862
ko04931	CP15g9862
ko04714	CP15g9862
ko04932	CP15g9862
ko04371	CP15g9862
ko04920	CP15g9862
ko04068	CP15g9862
ko04140	CP11g7917
ko04213	CP11g7917
ko04150	CP11g7917
ko04922	CP11g7917
ko04211	CP11g7917
ko04710	CP11g7917
ko04151	CP11g7917
ko04152	CP11g7917
ko04910	CP11g7917
ko05410	CP11g7917
ko04921	CP11g7917
ko05418	CP11g7917
ko04530	CP11g7917
ko04361	CP11g7917
ko04931	CP11g7917
ko04714	CP11g7917
ko04932	CP11g7917
ko04371	CP11g7917
ko04920	CP11g7917
ko04068	CP11g7917
ko04140	CP2g1857
ko04213	CP2g1857
ko04150	CP2g1857
ko04922	CP2g1857
ko04211	CP2g1857
ko04710	CP2g1857
ko04151	CP2g1857
ko04152	CP2g1857
ko04910	CP2g1857
ko05410	CP2g1857
ko04921	CP2g1857
ko05418	CP2g1857
ko04530	CP2g1857
ko04361	CP2g1857
ko04931	CP2g1857
ko04714	CP2g1857
ko04932	CP2g1857
ko04371	CP2g1857
ko04920	CP2g1857
ko04068	CP2g1857
ko04140	CP7g7135
ko04213	CP7g7135
ko04150	CP7g7135
ko04922	CP7g7135
ko04211	CP7g7135
ko04710	CP7g7135
ko04151	CP7g7135
ko04152	CP7g7135
ko04910	CP7g7135
ko05410	CP7g7135
ko04921	CP7g7135
ko05418	CP7g7135
ko04530	CP7g7135
ko04361	CP7g7135
ko04931	CP7g7135
ko04714	CP7g7135
ko04932	CP7g7135
ko04371	CP7g7135
ko04920	CP7g7135
ko04068	CP7g7135
ko04530	CP1g268
ko04710	CP1g268
ko04931	CP1g268
ko04921	CP1g268
ko05410	CP1g268
ko04213	CP1g268
ko04922	CP1g268
ko04910	CP1g268
ko04932	CP1g268
ko04152	CP1g268
ko04920	CP1g268
ko04068	CP1g268
ko04211	CP1g268
ko04371	CP1g268
ko04714	CP1g268
ko04530	CP2g1806
ko04710	CP2g1806
ko04931	CP2g1806
ko04921	CP2g1806
ko05410	CP2g1806
ko04213	CP2g1806
ko04922	CP2g1806
ko04910	CP2g1806
ko04932	CP2g1806
ko04152	CP2g1806
ko04920	CP2g1806
ko04068	CP2g1806
ko04211	CP2g1806
ko04371	CP2g1806
ko04714	CP2g1806
ko04213	CP13g8998
ko04211	CP13g8998
ko04068	CP13g8998
ko04530	CP13g8998
ko04932	CP13g8998
ko04910	CP13g8998
ko04710	CP13g8998
ko04920	CP13g8998
ko04931	CP13g8998
ko04152	CP13g8998
ko04921	CP13g8998
ko04714	CP13g8998
ko05410	CP13g8998
ko04922	CP13g8998
ko04371	CP13g8998
ko04213	CP3g2767
ko04211	CP3g2767
ko04068	CP3g2767
ko04530	CP3g2767
ko04932	CP3g2767
ko04910	CP3g2767
ko04710	CP3g2767
ko04920	CP3g2767
ko04931	CP3g2767
ko04152	CP3g2767
ko04921	CP3g2767
ko04714	CP3g2767
ko05410	CP3g2767
ko04922	CP3g2767
ko04371	CP3g2767
ko04213	CP5g4955
ko04211	CP5g4955
ko04068	CP5g4955
ko04530	CP5g4955
ko04932	CP5g4955
ko04910	CP5g4955
ko04710	CP5g4955
ko04920	CP5g4955
ko04931	CP5g4955
ko04152	CP5g4955
ko04921	CP5g4955
ko04714	CP5g4955
ko05410	CP5g4955
ko04922	CP5g4955
ko04371	CP5g4955
ko04213	CP1g233
ko04211	CP1g233
ko04068	CP1g233
ko04530	CP1g233
ko04932	CP1g233
ko04910	CP1g233
ko04710	CP1g233
ko04920	CP1g233
ko04931	CP1g233
ko04152	CP1g233
ko04921	CP1g233
ko04714	CP1g233
ko05410	CP1g233
ko04922	CP1g233
ko04371	CP1g233
ko01521	CP4g3998
ko04714	CP4g3998
ko05014	CP4g3998
ko05231	CP4g3998
ko05010	CP4g3998
ko04659	CP4g3998
ko04931	CP4g3998
ko05214	CP4g3998
ko04213	CP4g3998
ko04920	CP4g3998
ko04150	CP4g3998
ko04072	CP4g3998
ko05131	CP4g3998
ko05225	CP4g3998
ko05210	CP4g3998
ko04935	CP4g3998
ko04152	CP4g3998
ko05226	CP4g3998
ko04211	CP4g3998
ko05170	CP4g3998
ko01522	CP4g3998
ko05200	CP4g3998
ko05017	CP4g3998
ko04919	CP4g3998
ko05415	CP4g3998
ko04138	CP4g3998
ko04630	CP4g3998
ko04613	CP4g3998
ko04012	CP4g3998
ko04139	CP4g3998
ko05168	CP4g3998
ko05224	CP4g3998
ko05165	CP4g3998
ko05235	CP4g3998
ko04910	CP4g3998
ko05205	CP4g3998
ko05022	CP4g3998
ko05206	CP4g3998
ko04361	CP4g3998
ko05163	CP4g3998
ko04212	CP4g3998
ko05016	CP4g3998
ko05167	CP4g3998
ko04136	CP4g3998
ko04066	CP4g3998
ko04930	CP4g3998
ko04151	CP4g3998
ko05215	CP4g3998
ko05212	CP4g3998
ko05221	CP4g3998
ko04371	CP4g3998
ko04140	CP4g3998
ko05230	CP4g3998
ko04218	CP4g3998
ko04113	CP4g3998
ko05206	CP1g429
ko04136	CP1g429
ko04150	CP1g429
ko04714	CP1g429
ko04211	CP1g429
ko04910	CP1g429
ko04151	CP1g429
ko04152	CP1g429
ko04140	CP1g429
ko04213	CP1g429
ko05131	CP1g429
ko04138	CP1g429
ko00510	CP4g3735
ko00510	CP6g6116
ko00350	CP5g4956
ko00360	CP5g4956
ko04152	CP7g7126
ko04211	CP7g7126
ko04932	CP7g7126
ko04920	CP7g7126
ko04152	CP2g1673
ko04211	CP2g1673
ko04932	CP2g1673
ko04920	CP2g1673
ko04152	CP3g3437
ko04211	CP3g3437
ko04932	CP3g3437
ko04920	CP3g3437
ko05110	CP6g5986
ko03060	CP6g5986
ko04145	CP6g5986
ko04141	CP6g5986
ko04211	CP7g6876
ko05034	CP7g6876
ko04921	CP7g6876
ko04920	CP7g6876
ko04152	CP7g6876
ko04140	CP7g6876
ko04211	CP11g8120
ko05034	CP11g8120
ko04921	CP11g8120
ko04920	CP11g8120
ko04152	CP11g8120
ko04140	CP11g8120
ko04210	CP1g207
ko05130	CP1g207
ko05010	CP1g207
ko05016	CP1g207
ko04530	CP1g207
ko05020	CP1g207
ko05012	CP1g207
ko05014	CP1g207
ko04145	CP1g207
ko05022	CP1g207
ko05132	CP1g207
ko04540	CP1g207
ko05016	CP3g3209
ko04145	CP3g3209
ko04540	CP3g3209
ko05132	CP3g3209
ko05012	CP3g3209
ko05010	CP3g3209
ko05014	CP3g3209
ko05020	CP3g3209
ko05022	CP3g3209
ko05130	CP3g3209
ko05016	CP6g5952
ko04145	CP6g5952
ko04540	CP6g5952
ko05132	CP6g5952
ko05012	CP6g5952
ko05010	CP6g5952
ko05014	CP6g5952
ko05020	CP6g5952
ko05022	CP6g5952
ko05130	CP6g5952
ko05016	CP4g3864
ko04145	CP4g3864
ko04540	CP4g3864
ko05132	CP4g3864
ko05012	CP4g3864
ko05010	CP4g3864
ko05014	CP4g3864
ko05020	CP4g3864
ko05022	CP4g3864
ko05130	CP4g3864
ko04022	CP10g8293
ko04611	CP10g8293
ko04740	CP10g8293
ko04923	CP10g8293
ko04970	CP10g8293
ko04714	CP10g8293
ko04713	CP10g8293
ko04730	CP10g8293
ko04540	CP10g8293
ko04270	CP10g8293
ko00052	CP4g4375
ko00600	CP4g4375
ko00603	CP4g4375
ko00561	CP4g4375
ko00513	CP10g8588
ko00510	CP10g8588
ko00120	CP9g7469
ko00513	CP12g8679
ko00510	CP12g8679
ko03430	CP7g7175
ko03430	CP7g7173
ko03430	CP4g4029
ko03430	CP4g4028
ko03460	CP9g7255
ko03420	CP9g7255
ko03440	CP9g7255
ko03430	CP9g7255
ko03030	CP9g7255
ko03460	CP1g58
ko03420	CP1g58
ko03440	CP1g58
ko03430	CP1g58
ko03030	CP1g58
ko03460	CP9g7467
ko03420	CP9g7467
ko03440	CP9g7467
ko03430	CP9g7467
ko03030	CP9g7467
ko03460	CP2g1870
ko03420	CP2g1870
ko03440	CP2g1870
ko03430	CP2g1870
ko03030	CP2g1870
ko00640	CP2g2099
ko00930	CP2g2099
ko00380	CP2g2099
ko00410	CP2g2099
ko00650	CP2g2099
ko00627	CP2g2099
ko00071	CP2g2099
ko00062	CP2g2099
ko00310	CP2g2099
ko00280	CP2g2099
ko00640	CP2g2096
ko00930	CP2g2096
ko00380	CP2g2096
ko00410	CP2g2096
ko00650	CP2g2096
ko00627	CP2g2096
ko00071	CP2g2096
ko00062	CP2g2096
ko00310	CP2g2096
ko00280	CP2g2096
ko00640	CP2g2098
ko00930	CP2g2098
ko00380	CP2g2098
ko00410	CP2g2098
ko00650	CP2g2098
ko00627	CP2g2098
ko00071	CP2g2098
ko00062	CP2g2098
ko00310	CP2g2098
ko00280	CP2g2098
ko00061	CP2g2114
ko00062	CP2g2114
ko00061	CP2g1994
ko00062	CP2g1994
ko00061	CP5g5361
ko00062	CP5g5361
ko00061	CP13g9047
ko00062	CP13g9047
ko00061	CP15g9776
ko00062	CP15g9776
ko03320	CP12g8845
ko01040	CP12g8845
ko00592	CP12g8845
ko00071	CP12g8845
ko00280	CP12g8845
ko04146	CP12g8845
ko03320	CP12g8844
ko01040	CP12g8844
ko00592	CP12g8844
ko00071	CP12g8844
ko00280	CP12g8844
ko04146	CP12g8844
ko03320	CP3g3299
ko01040	CP3g3299
ko00592	CP3g3299
ko00071	CP3g3299
ko00280	CP3g3299
ko04146	CP3g3299
ko00563	CP2g2120
ko00600	CP15g9740
ko03008	CP10g8536
ko03013	CP10g8536
ko03018	CP10g8589
ko00100	CP14g9392
ko00100	CP3g2582
ko00100	CP1g192
ko04141	CP3g2944
ko04137	CP2g2000
ko04214	CP2g2000
ko04140	CP4g4192
ko05022	CP4g4192
ko05130	CP4g4192
ko05014	CP4g4192
ko05134	CP4g4192
ko04152	CP14g9421
ko04145	CP6g5990
ko04962	CP6g5990
ko05146	CP6g5990
ko05152	CP6g5990
ko04014	CP6g5990
ko05132	CP6g5990
